account_id,english_name,dealer_code,year,month,monthly_value,yearly_value
9101D,Lease & Rental Income,80475,2024,2,8000,16000
3310U,Finance Income - New,80475,2024,2,6,10
3280U,Chemical Sales - New,80475,2024,2,5,12
3281U,Other Ext. Warranty - New,80475,2024,2,13,28
3282U,Other F & I - New,80475,2024,2,18,37
8494D,Heat - Light - Power - Water,80475,2024,2,611,802
43500G,Total New Vehicle Dept (Lines 21 & 30),80475,2024,2,83367,161673
43000S,Total F & I New,80475,2024,2,39366,99853
44500U,Total Used Vehicles (Lines 39 Thru 42),80475,2024,2,26,45
3500U,Used Vehicles - Retail (Non Cpo),80475,2024,2,26,45
44000U,Total Used Retail (Lines 33  Thru 38),80475,2024,2,26,45
41000S,Total Mitsubishi Suv Retail (Lines 6 Thru 15),80475,2024,2,788045,1555938
41500S,"Total Mitsubishi Retail (Lines 5, 16 & 17)",80475,2024,2,811962,1623160
41500G,"Total Mitsubishi Retail (Lines 5, 16 & 17)",80475,2024,2,50707,83903
42000G,Total Mit. New (Lines 18 Thru 20),80475,2024,2,50707,83903
3707U,Finance Income (Non Cpo),80475,2024,2,9,22
3630U,Chemical / Other Income (Non Cpo),80475,2024,2,4,5
45000U,Total Mitsubishi Labour (Lines 2 Thru 6),80475,2024,2,294,583
40000S,Total Mitsubishi Cars Retail (Lines 2 Thru 4),80475,2024,2,23917,67222
44600S,Total F & I Used,80475,2024,2,16816,46834
5000U,Customer Mechanical Labour - Mitsubishi,80475,2024,2,88,197
5100S,Sublet Repairs,80475,2024,2,17122,28697
5280S,"Gas, Oil & Grease",80475,2024,2,13,37
5200S,Internal Mechanical Labour,80475,2024,2,13453,31741
5240S,Warranty P&A Ro,80475,2024,2,5165,11422
5261S,Internal P&A Ro,80475,2024,2,24664,54887
5310U,Retail Counter P&A,80475,2024,2,15,42
5330U,Wholesale P&A,80475,2024,2,24,46
5710S,Other P&A,80475,2024,2,2019,4524
5240G,Warranty P&A Ro,80475,2024,2,1479,3215
3022G,Rvr,80475,2024,2,9291,11789
47000U,Total P&A (Lines 16 Thru 27),80475,2024,2,39,90
23000D,Total New Vehicles(Lines 21 Thru 25),80475,2024,2,2918858,5708916
0962P,Sales Reps,80475,2024,2,4,8
3022S,Rvr,80475,2024,2,149621,221495
3015G,Outlander,80475,2024,2,27692,42149
3015S,Outlander,80475,2024,2,469267,772530
3026G,Outlander Phev,80475,2024,2,5261,12952
3026S,Outlander Phev,80475,2024,2,65233,302064
3028G,Eclipse Cross,80475,2024,2,4729,10918
3028S,Eclipse Cross,80475,2024,2,103924,259849
20000D,Total Cash And Contracts(Lines 1 Thru 5),80475,2024,2,358060,1042906
22000D,Total Receivables(Line 12 & Lines 13 Thru 19),80475,2024,2,374365,627435
27000D,"Total Current Assets(Lines 6, 20, 41 & 49)",80475,2024,2,5413258,10889730
1100AD,Vehicle Accounts - Customers,80475,2024,2,219670,307595
1140AD,"Serv., Parts & Body Shop - Customers",80475,2024,2,86825,178826
22500D,Net Receivables (Lines 78 & 79),80475,2024,2,374365,627435
1200AD,Other Factory Rec. / Incentives - Mit.,80475,2024,2,26750,58000
1130AD,Finance / Insurance Income Rec. - Current,80475,2024,2,2148,6660
22000XD,Total(Lines 71 Thru 77),80475,2024,2,374365,627435
1280AD,Warranty Rec. / P.D.I. - Mitsubishi,80475,2024,2,38972,76354
30000D,Total Accounts & Notes Payable  (Lines 1 Thru 11),80475,2024,2,5013123,9944139
32000D,Total Long Term Debt (Lines 28 Thru 31),80475,2024,2,2309632,4792862
31000D,Total Current Liabilities (Lines 12 Thru 26),80475,2024,2,4765353,9419517
33000D,Total Liabilities (Lines 27 & 32),80475,2024,2,7074985,14212379
3950U,Total,80475,2024,2,45,64
395BU,Feb.,80475,2024,2,26,26
396BD,Feb.,80475,2024,2,-9052,-9052
1800D,Equip. M/S,80475,2024,2,79060,158120
35000D,Total Liabilities & Net Worth (Lines 33 & 67),80475,2024,2,5773771,11610753
1140ED,"Service, Parts & Body Shop - Customers",80475,2024,2,47672,97892
1200BD,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,2,26750,58000
1130BD,Finance / Insurance Income Rec. - Current,80475,2024,2,2148,6660
43500XG,Total Gross Profit - New Vehicle Dept.,80475,2024,2,83367,161673
44700XG,Total Gross Profit - Used Vehicle Dept.,80475,2024,2,81303,157632
8021D,Compensation - Sales,80475,2024,2,26926,44906
8022D,Compensation - Sales,80475,2024,2,20450,33830
8192D,Demo Expense,80475,2024,2,663,1327
8051D,Floor Plan Interest,80475,2024,2,10573,19857
8052D,Floor Plan Interest,80475,2024,2,4453,7494
8701D,Floor Plan Credits,80475,2024,2,21899,77687
8111D,Promotion,80475,2024,2,5122,9010
8112D,Promotion,80475,2024,2,248,248
8011D,Dealer Advertising Expense,80475,2024,2,3144,3144
8012D,Dealer Advertising Expense,80475,2024,2,3000,3000
8031D,Dealer Advertising Allowance,80475,2024,2,-10000,-11750
8081D,Compensation - Owner,80475,2024,2,3635,5937
8082D,Compensation - Owner,80475,2024,2,1557,2544
8091D,Compensation - Supervisors,80475,2024,2,3633,7470
8092D,Compensation - Supervisors,80475,2024,2,5129,10669
8661D,Company Vehicle Expense,80475,2024,2,1618,2668
8662D,Company Vehicle Expense,80475,2024,2,39,288
8211D,Other Supplies & Tools,80475,2024,2,324,428
8212D,Other Supplies & Tools,80475,2024,2,139,221
8371D,Outside Services,80475,2024,2,1232,5738
8372D,Outside Services,80475,2024,2,684,4558
8201D,Office Supplies & Stationery,80475,2024,2,435,1217
8202D,Office Supplies & Stationery,80475,2024,2,230,776
8001D,Advertising (Institutional),80475,2024,2,6266,11266
8002D,Advertising (Institutional),80475,2024,2,1448,11694
8291D,Travel & Entertainment,80475,2024,2,97,97
8292D,Travel & Entertainment,80475,2024,2,42,42
8351D,Legal & Auditing,80475,2024,2,3500,3500
8352D,Legal & Auditing,80475,2024,2,1500,1500
8361D,Telephone,80475,2024,2,582,1333
8362D,Telephone,80475,2024,2,249,571
8321D,Postage,80475,2024,2,32,64
8322D,Postage,80475,2024,2,14,28
8061D,Delivery Expense,80475,2024,2,-520,1041
8271D,Data Processing,80475,2024,2,2646,5161
8272D,Data Processing,80475,2024,2,1206,2406
8411D,Miscellaneous,80475,2024,2,5375,11192
8412D,Miscellaneous,80475,2024,2,120,220
10000BD,Sub-Total Selling Expenses (Lines 5 Thru 15),80475,2024,2,28814,45899
14000AD,Total Semi Fixed Expense (Lines 28 Thru 48),80475,2024,2,21587,43705
8471D,Insurance - Buildings & Improvements,80475,2024,2,1080,2259
8472D,Insurance - Buildings & Improvements,80475,2024,2,463,968
8491D,Heat - Light - Power - Water,80475,2024,2,1426,1871
8492D,Heat - Light - Power - Water,80475,2024,2,611,802
49000XS,Total Sales - Parts & Access Dept.,80475,2024,2,66284,138997
49000XG,Total Gross Profit - Parts & Access Dept.,80475,2024,2,19804,43056
8084D,Compensation - Owner,80475,2024,2,1557,2544
8094D,Compensation - Supervisors,80475,2024,2,8257,22447
8634D,Other Salaries & Wages,80475,2024,2,2922,14424
8104D,Compensation - Clerical,80475,2024,2,1323,2604
8124D,Absentee Wages,80475,2024,2,537,1433
8134D,Payroll Taxes,80475,2024,2,2057,3696
8164D,Employee Benefits,80475,2024,2,691,1594
8664D,Company Vehicle Expense,80475,2024,2,38,338
8214D,Other Supplies & Tools,80475,2024,2,139,155
15000AD,Sub-Total Occupancy (Lines 50 Thru 57,80475,2024,2,20706,40061
M17000CD,Service Department,80475,2024,2,74780,167250
8374D,Outside Services,80475,2024,2,711,1581
8204D,Office Supplies & Stationery,80475,2024,2,187,364
8004D,Advertising (Institutional),80475,2024,2,515,1702
8294D,Travel & Entertainment,80475,2024,2,42,42
8364D,Telephone,80475,2024,2,249,571
8324D,Postage,80475,2024,2,14,28
8074D,Goodwill Policy,80475,2024,2,142,320
8274D,Data Processing,80475,2024,2,1755,3503
8414D,Miscellaneous,80475,2024,2,188,188
8474D,Insurance - Buildings & Improvements,80475,2024,2,463,968
14000DD,Total Semi-Fixed Expenses (Lines 28 Thru 48),80475,2024,2,5480,10292
3310G,Finance Income - New,80475,2024,2,3584,4252
3310S,Finance Income - New,80475,2024,2,3584,4252
3280G,Chemical Sales - New,80475,2024,2,3733,13334
3280S,Chemical Sales - New,80475,2024,2,7295,21987
3281G,Other Ext. Warranty - New,80475,2024,2,5943,17084
3281S,Other Ext. Warranty - New,80475,2024,2,9087,30514
3282G,Other F & I - New,80475,2024,2,19400,43100
3282S,Other F & I - New,80475,2024,2,19400,43100
3500G,Used Vehicles - Retail (Non Cpo),80475,2024,2,94748,173618
3500S,Used Vehicles - Retail (Non Cpo),80475,2024,2,501963,920365
4511G,Used Vehicles - Retail Reconditioning (Non Cpo),80475,2024,2,-25445,-50697
3707G,Finance Income (Non Cpo),80475,2024,2,5930,13878
3707S,Finance Income (Non Cpo),80475,2024,2,5930,13878
3741G,Service Contracts (Non Cpo),80475,2024,2,3489,17640
3741S,Service Contracts (Non Cpo),80475,2024,2,5400,26171
3630G,Chemical / Other Income (Non Cpo),80475,2024,2,2581,3193
42000S,Total Mit. New (Lines 18 Thru 20),80475,2024,2,811962,1623160
3630S,Chemical / Other Income (Non Cpo),80475,2024,2,5486,6785
44600G,"Total F&I Used(Lines 49, 54, 59 & 60)",80475,2024,2,12000,34711
44700G,Total Used Vehicle Dept.(Lines 43 & 61),80475,2024,2,81303,157632
44700S,Total Used Vehicle Dept.(Lines 43 & 61),80475,2024,2,518779,967199
44800G,Total New & Used Vehicle(Lines 31 & 62),80475,2024,2,164670,319305
44800S,Total New & Used Vehicle(Lines 31 & 62),80475,2024,2,1370107,2690212
5000G,Customer Mechanical Labour - Mitsubishi,80475,2024,2,12981,36786
5000S,Customer Mechanical Labour - Mitsubishi,80475,2024,2,15688,44724
5040G,Warranty Labour - Mitsubishi,80475,2024,2,2496,4693
5040S,Warranty Labour - Mitsubishi,80475,2024,2,4186,7502
5080S,Internal Mechanical Labour,80475,2024,2,41924,80263
5100G,Sublet Repairs,80475,2024,2,3645,6162
5200G,P&A Repair Order Mechanical,80475,2024,2,4641,10872
5261G,Internal P&A Ro,80475,2024,2,8012,19125
5310G,Retail Counter P&A,80475,2024,2,1927,3159
5310S,Retail Counter P&A,80475,2024,2,7942,12210
5330G,Wholesale P&A,80475,2024,2,3179,5456
5330S,Wholesale P&A,80475,2024,2,13041,23373
5710G,Other P&A,80475,2024,2,566,1085
50048ST,12+ Months,80475,2024,2,74559,146522
50007SDY,Active Customers,80475,2024,2,123,199
50012SDY,Avg. Technician Wage,80475,2024,2,31,58
50029ST,Total,80475,2024,2,2918859,5708917
50039ST,Total,80475,2024,2,1060061,2116136
6127DZ,Productivity (Guide 85% +),80475,2024,2,23,45
6130DZ,% Of Labour Sales Cp,80475,2024,2,-7,34
6011DZ,Pts. Sls. Per Customer Ro (Inc. Tires),80475,2024,2,-10,165
3001ST,Test Drives,80475,2024,2,30,58
3002ST,Writes,80475,2024,2,25,46
3003ST,Sold,80475,2024,2,21,40
3010ST,Ups,80475,2024,2,45,105
570P,Clerical / Other,80475,2024,2,8,16
5000XP,Total,80475,2024,2,27,54
5000BP,Total,80475,2024,2,6,12
5000CP,Total,80475,2024,2,10,20
6016DZ,Pts. Months Supply (Guide 1.5 Mos),80475,2024,2,-6,6
6122DZ,Cp Ro Count,80475,2024,2,88,197
6044DZ,Nv Vehicle Equity Or (Conversion),80475,2024,2,-35271,-113486
6084DZ,Uv Units Sold Per Uv Sales Rep.,80475,2024,2,9,15
8424D,Rent,80475,2024,2,7800,15300
5040U,Warranty Labour - Mitsubishi,80475,2024,2,64,119
50008SD,Number Of Working Days,80475,2024,2,20,42
50015SD,Internal Hours Sold,80475,2024,2,310,579
3000ST,Ups,80475,2024,2,35,65
3013ST,Sold,80475,2024,2,26,45
6100DZ,Overhead Absorption %,80475,2024,2,4,37
6102DZ,Cp Labour Sales Per Technician,80475,2024,2,-6674,7844
6104DZ,Cp Ro Count,80475,2024,2,-21,88
6002DZ,Pts. Sls. Per Customer Ro (Inc. Tires),80475,2024,2,-23,153
6034DZ,Break Even New & Used Units,80475,2024,2,-6,35
50010SD,Hours Clocked,80475,2024,2,452,610
50013SD,Customer Pay Hours Sold,80475,2024,2,107,305
50014SD,Warranty Hours Sold,80475,2024,2,30,53
50012SD,Avg. Technician Wage,80475,2024,2,4,31
6112DZ,% Of Labour Sales Cp,80475,2024,2,-16,25
6116DZ,% Of Labour Sales Internal,80475,2024,2,14,68
6004DZ,Warranty Pts. : Warranty Labour Sales,80475,2024,2,-1,1
6005DZ,Sales $'S Per Retail Counter Invoice,80475,2024,2,371,529
6006DZ,Sales $'S Per Wholesale Invoice,80475,2024,2,74,543
50040ST,0 - 3 Months,80475,2024,2,625,1250
50021ST,31 - 60 Days,80475,2024,2,17,25
50031ST,31 - 60 Days,80475,2024,2,38,77
50041ST,4 - 6 Months,80475,2024,2,298,596
50022ST,61 - 90 Days,80475,2024,2,13,18
50032ST,61 - 90 Days,80475,2024,2,5,7
50042ST,7 - 12 Months,80475,2024,2,463,926
50023ST,Over 90 Days,80475,2024,2,13,26
50033ST,Over 90 Days,80475,2024,2,13,27
50043ST,12+ Months,80475,2024,2,2313,4106
50024ST,Total,80475,2024,2,64,129
50034ST,Total,80475,2024,2,56,111
50044ST,Total,80475,2024,2,3699,6878
50049ST,Total,80475,2024,2,199738,396880
6014DZ,Sales $'S Per Retail Counter Invoice,80475,2024,2,133,291
6029DZ,+ / -,80475,2024,2,-174403,647905
6061DZ,Advertising Pnvr (Dealer Retail Sales),80475,2024,2,-234,-326
50009SD,Hours Available,80475,2024,2,640,1344
6027DZ,Net Working Capital Actual,80475,2024,2,-174403,647905
6045DZ,Break Even New & Used Units,80475,2024,2,36,78
6109DZ,Productivity (Guide 85% +),80475,2024,2,48,71
1280DD,Warranty Rec. / P.D.I. - Mitsubishi,80475,2024,2,-63,-1479
8630D,Other Salaries & Wages,80475,2024,2,-14111,8644
8633D,Other Salaries & Wages,80475,2024,2,-3461,5192
18000D,Departmental Operating Profit (Line 2 Minus 64),80475,2024,2,-2318,-8728
9072D,Miscellaneous Income,80475,2024,2,-6483,5355
25700D,Total,80475,2024,2,12626,26054
8631D,Other Salaries & Wages,80475,2024,2,-10006,-8706
8632D,Other Salaries & Wages,80475,2024,2,-3566,-2266
6141DZ,Hours Per Cp Ro,80475,2024,2,-34,-34
6021DZ,Sales $'S Per Retail Counter Invoice,80475,2024,2,239,239
6140DZ,Cp Ro Count,80475,2024,2,-10,-10
41000U,Total Mitsubishi Suv Retail (Lines 6 Thru 15),80475,2024,2,20,37
42000U,Total Mit. New (Lines 18  Thru 20),80475,2024,2,21,40
50011SD,Hours Sold,80475,2024,2,447,937
1770D,Bldgs. & Improv.,80475,2024,2,31282,62564
11790D,Equip. M/S,80475,2024,2,57260,114520
3025G,Mirage (5-Door),80475,2024,2,3734,6095
5080U,Internal Mechanical Labour,80475,2024,2,142,267
11890D,Other,80475,2024,2,11619,23238
1730D,Other,80475,2024,2,31014,62028
10011002D,Petty Cash Fund / Cash On Hand,80475,2024,2,700,1400
2005D,Accounts Payable - Mitsubishi,80475,2024,2,12823,16591
1200D,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,2,26750,58000
1420D,New Suv - Mitsubishi,80475,2024,2,2918858,5687118
1420OTU,(Outlander),80475,2024,2,18,41
1420PTU,(Out.Phev),80475,2024,2,27,48
1420QTU,(EclipseCross),80475,2024,2,10,21
1420RTU,(Rvr ),80475,2024,2,9,18
2410D,Notes Payable - Capital Loans,80475,2024,2,716133,1372799
1495UU,(Cars),80475,2024,2,30,63
1500D,Parts & Accessories - Mitsubishi,80475,2024,2,177193,351790
1505D,Parts & Accessories - Tires,80475,2024,2,107290,208205
1510D,Parts & Accessories - Other,80475,2024,2,22545,45090
800000D,(Assets Line 50 Minus Liabilities Line 27),80475,2024,2,647905,1470213
1551D,Work In Process - Mechanical Labour,80475,2024,2,15985,25758
1610D,Prepaid Other,80475,2024,2,354295,709918
2501D,Common Stock,80475,2024,2,10,20
50020ST,1 - 30 Days,80475,2024,2,21,60
1140BD,Serv. Parts & Body Shop - Customers,80475,2024,2,36405,70857
1140CD,Serv. Parts & Body Shop - Customers,80475,2024,2,1824,10126
1140DD,"Service, Parts & Body Shop - Customers",80475,2024,2,924,-49
13000AD,Sub-Total Personnel Expenses (Lines 17 Thru 26),80475,2024,2,22171,55953
13000BD,Sub-Total Personnel Expenses (Lines 17 Thru 26),80475,2024,2,7188,18537
14000BD,Total Semi Fixed Expense (Lines 28 Thru 48),80475,2024,2,9566,30553
44500G,Total Used Vehicles (Lines 39 Thru 42),80475,2024,2,69303,122921
45500S,Total Service Department (Lines 7 Thru 13),80475,2024,2,78933,161223
17000AD,Total Operating Expenses (Lines 16 & 63),80475,2024,2,78993,128526
8190D,Demo Expense,80475,2024,2,1326,2654
1280BD,Warranty Rec. / P.D.I. - Mitsubishi,80475,2024,2,4088,6353
1280CD,Warranty Rec. / P.D.I. - Mitsubishi,80475,2024,2,696,265
1280ED,Warranty Rec. / P.D.I. - Mitsubishi,80475,2024,2,34251,71215
8030D,Dealer Advertising Allowance,80475,2024,2,-10000,-11750
8191D,Demo Expense,80475,2024,2,663,1327
8422D,Rent,80475,2024,2,7800,15300
13000CD,Sub-Total Personnel Expenses  (Lines 17Thru 26),80475,2024,2,39512,99194
19000D,Net Profit BeforeOwners Bonus & Income Tax (Lines 65 & 66),80475,2024,2,-801,12627
M43500XG,New Vehicle Department,80475,2024,2,83367,161673
45500XS,Total Sales,80475,2024,2,78933,161223
45500XG,Total Gross Profit,80475,2024,2,53121,113095
8083D,Compensation - Owner,80475,2024,2,3635,5937
8093D,Compensation - Supervisors,80475,2024,2,20071,50874
8103D,Compensation - Clerical,80475,2024,2,3088,6077
8123D,Absentee Wages,80475,2024,2,4189,8040
8133D,Payroll Taxes,80475,2024,2,4799,8624
8163D,Employee Benefits,80475,2024,2,1882,4036
8173D,Compensation - Other Supervisor,80475,2024,2,5309,10414
8213D,Other Supplies & Tools,80475,2024,2,-186,6
8373D,Outside Services,80475,2024,2,959,2065
8153D,Laundry & Uniforms,80475,2024,2,1284,3481
5040D,Warranty Labour Rate,80475,2024,2,114,228
13000D,Sub-Total Personnel Expenses (Lines 17Thru 26),80475,2024,2,86215,222426
8473D,Insurance - Buildings & Improvements,80475,2024,2,1080,2259
18000BD,Departmental Operating Profit (Line 2 Minus 64),80475,2024,2,26861,45474
43500S,Total New Vehicle Dept (Lines 21 & 30),80475,2024,2,851328,1723013
44800U,Total New & Used Vehicle(Lines  31 & 62),80475,2024,2,47,85
45500U,Total Service Department (Lines 7 Thru 13),80475,2024,2,294,583
200000D,"Total Assets (Lines 50, 61 & 67)",80475,2024,2,5773770,11610752
26000D,Total Other Current Assets(Lines 42 Thru 48),80475,2024,2,354295,709918
28000D,Total Fixed Assets(Lines 53 Thru 60),80475,2024,2,160513,321026
21000D,Net Customer Receivables(Lines 7 Thru 11),80475,2024,2,308643,493081
24000D,Total Used Vehicles(Lines 27 Thru 29),80475,2024,2,1060061,2116136
25000D,"Total Inventories(Lines 26, 30 Thru 40)",80475,2024,2,4326538,8509471
8101D,Compensation - Clerical,80475,2024,2,18865,40180
8102D,Compensation - Clerical,80475,2024,2,1323,2604
8162D,Employee Benefits,80475,2024,2,688,1290
8062D,Delivery Expense,80475,2024,2,3895,7551
8354D,Legal & Auditing,80475,2024,2,1500,1500
45000S,Total Mitsubishi Labour (Lines 2 Thru 6),80475,2024,2,61798,132489
45000G,Total Mitsubishi Labour (Lines 2 Thru 6),80475,2024,2,49473,106926
400000G,"Total All Depts. (Pg 4, Ln 63 Pg 5, Ln 37)",80475,2024,2,237595,475456
400000S,"Total All Depts. (Pg 4, Ln 63 Pg 5, Ln 37)",80475,2024,2,1515324,2990432
50035ST,1 - 30 Days,80475,2024,2,383475,928827
50045ST,0 - 3 Months,80475,2024,2,86599,173198
50026ST,31 - 60 Days,80475,2024,2,771559,1121472
2570DV,Profit Or Loss (Before Income Tax),80475,2024,2,-803,12625
50036ST,31 - 60 Days,80475,2024,2,249907,383188
50046ST,4 - 6 Months,80475,2024,2,18029,36058
50027ST,61 - 90 Days,80475,2024,2,561964,809362
50037ST,61 - 90 Days,80475,2024,2,95541,128476
50047ST,7 - 12 Months,80475,2024,2,20551,41102
50028ST,Over 90 Days,80475,2024,2,626055,1202310
50038ST,Over 90 Days,80475,2024,2,331138,675645
50025ST,1 - 30 Days,80475,2024,2,959281,2575773
50001SDY,Number Of Productive Bays,80475,2024,2,8,12
5000AP,Total,80475,2024,2,10,20
3012ST,Writes,80475,2024,2,30,55
5000D,Customer Labour Rate,80475,2024,2,145,290
50001SD,Number Of Productive Bays,80475,2024,2,4,8
8443D,Repairs & Maintenance - Real Estate,80475,2024,2,150,381
1790D,Equip. M/S,80475,2024,2,136320,272640
50007SD,Active Customers,80475,2024,2,47,123
6031DZ,Occupancy As A % Of Company Gp,80475,2024,2,-24,83
6042DZ,Occupancy As A % Of Company Gp,80475,2024,2,-12,95
6105DZ,Hours Per Cp Ro,80475,2024,2,-1,1
6103DZ,Cp Labour Sales Per Ro,80475,2024,2,-88,178
2300D,Other Expenses Payable,80475,2024,2,-15300,-30600
2260D,Taxes Payable - Other,80475,2024,2,-221366,-442880
1010D,Cash In Bank,80475,2024,2,-127641,-54991
2230D,Taxes Payable - Payroll,80475,2024,2,-33181,-67844
5280G,"Gas, Oil & Grease",80475,2024,2,3,7
0964P,Clerical / Other,80475,2024,2,3,6
3028U,Eclipse Cross,80475,2024,2,3,7
0969P,Sales Reps.,80475,2024,2,3,6
0979P,Clerical / Other,80475,2024,2,3,6
0978P,Technicians,80475,2024,2,2,4
550P,Technicians,80475,2024,2,2,4
560P,Apprentices,80475,2024,2,2,4
8510D,Bonuses Owners,80475,2024,2,2,2
3741U,Service Contracts (Non Cpo),80475,2024,2,2,12
540P,Advisors,80475,2024,2,2,4
50003SDY,Non-Productive / Other,80475,2024,2,2,3
0976P,Advisors,80475,2024,2,2,4
0977P,Apprentices,80475,2024,2,2,4
0971P,Clerical / Other,80475,2024,2,2,4
6136DZ,Overhead Absorption %,80475,2024,2,2,2
6076DZ,Uv Units Sold Per Uv Sales Rep.,80475,2024,2,2,9
6113DZ,% Of Labour Sales Warranty,80475,2024,2,2,7
6118DZ,Overhead Absorption %,80475,2024,2,2,35
500P,Owner(S),80475,2024,2,1,2
0960P,Owner(S),80475,2024,2,1,2
0961P,Manager(S),80475,2024,2,1,2
0963P,F&I Sales Reps,80475,2024,2,1,2
530P,F & I Sales Reps.,80475,2024,2,1,2
5000DP,Total,80475,2024,2,1,2
50003SD,Non-Productive / Other,80475,2024,2,1,2
6156DZ,Total Bays Available,80475,2024,2,1,6
3025U,Mirage (5-Door),80475,2024,2,1,3
40000U,Total Mitsubishi Cars Retail (Lines 2  Thru 4),80475,2024,2,1,3
3026U,Outlander Phev,80475,2024,2,1,5
0968P,Manager(S),80475,2024,2,1,2
0975P,Manager(S),80475,2024,2,1,2
0982P,Manager(S),80475,2024,2,1,2
6077DZ,Uv Units Sold Per Nv & Uv Sales Rep.,80475,2024,2,1,4
6149DZ,% Of Labour Sales Warranty,80475,2024,2,1,1
6092DZ,Uv Units Sold Per Uv Sales Rep.,80475,2024,2,1,1
6131DZ,% Of Labour Sales Warranty,80475,2024,2,1,6
6007DZ,Pts. Months Supply (Guide 1.5 Mos),80475,2024,2,1,7
6157DZ,Productive / Non Productive Personnel,80475,2024,2,0,133
1400D,New Car - Mitsubishi,80475,2024,2,0,21798
2130D,Current Portion Of Long Term Debt,80475,2024,2,0,100000
8310D,"Membership, Dues, Publications",80475,2024,2,0,698
5700U,Tires,80475,2024,2,0,2
8312D,"Membership, Dues, Publications",80475,2024,2,0,698
8441D,Repairs & Maintenance - Real Estate,80475,2024,2,0,231
8442D,Repairs & Maintenance - Real Estate,80475,2024,2,0,99
8444D,Repairs & Maintenance - Real Estate,80475,2024,2,0,146
5700G,Tires,80475,2024,2,0,144
5700S,Tires,80475,2024,2,0,840
6013DZ,Warranty Pts. : Warranty Labour Sales,80475,2024,2,0,2
6123DZ,Hours Per Cp Ro,80475,2024,2,0,2
6010DZ,Gross Stock Turn,80475,2024,2,0,2
6079DZ,Uv Stock Turn (Guide >7),80475,2024,2,0,5
6063DZ,Nv Months Supply (Guide 2.5 Months),80475,2024,2,0,4
6125DZ,Cp Effective Rate As A % Of Posted Rate,80475,2024,2,0,101
6128DZ,Efficiency (Guide 110 - 125%),80475,2024,2,0,70
6124DZ,Cp Effective Rate,80475,2024,2,0,147
6001DZ,Gross Stock Turn,80475,2024,2,0,2
6060DZ,Nv Units Sold Retail Per Nv Sales Rep.,80475,2024,2,0,5
6106DZ,Cp Effective Rate,80475,2024,2,0,147
6110DZ,Efficiency (Guide 110 - 125%),80475,2024,2,0,70
6107DZ,Cp Effective Rate As A % Of Posted Rate,80475,2024,2,0,101
6026DZ,% Return On Operating Investment,80475,2024,2,0,-1
6078DZ,Uv Months Supply (Guide 1.5 Months),80475,2024,2,0,3
1400MCU,( Mirage ),80475,2024,2,0,1
6080DZ,Used To New Retail Ratio,80475,2024,2,0,1
6088DZ,Used To New Retail Ratio,80475,2024,2,0,1
6030DZ,Net Working Capital Ratio,80475,2024,2,0,1
6012DZ,Cp Pts. : Cp Labour Sls. (Inc. Tires),80475,2024,2,0,1
6003DZ,Cp Pts. : Cp Labour Sls. (Inc. Tires),80475,2024,2,0,1
6097DZ,Used Retail To Wholesale Ratio,80475,2024,3,0,0
6008DZ,Tire Inventory Over 12 Mo'S ($),80475,2024,3,0,0
6154DZ,Avail. Work Bay Hrs. / Bay,80475,2024,3,0,0
6009DZ,Tire Inventory Over 12 Mo'S (%),80475,2024,3,0,0
6065DZ,Other,80475,2024,3,0,0
6032DZ,Liquidity In Dollars,80475,2024,3,0,0
6135DZ,% Of Labour Sales Other,80475,2024,3,0,0
6114DZ,% Of Labour Sales Dcp,80475,2024,3,0,0
6111DZ,Other,80475,2024,3,0,0
6126DZ,Bay Utilization %,80475,2024,3,0,0
6068DZ,Advertising Pnvt (Dealer Target),80475,2024,3,0,0
6033DZ,Nv Vehicle Equity Or (Conversion),80475,2024,3,0,0
6098DZ,Avg. Cost Uv Mit. Cpo Retailed,80475,2024,3,0,0
6117DZ,% Of Labour Sales Other,80475,2024,3,0,0
6155DZ,Avail. Work Bay Hrs. / Bay,80475,2024,3,0,0
6161DZ,Total Bays Available,80475,2024,3,0,0
6028DZ,Guide,80475,2024,3,0,0
46000U,Total Body Shop Dept. (Lines 30 Thru 35),80475,2024,3,0,0
6150DZ,% Of Labour Sales Dcp,80475,2024,3,0,0
6151DZ,% Of Labour Sales Cpo Warranty,80475,2024,3,0,0
6144DZ,Bay Utilization %,80475,2024,3,0,0
6153DZ,% Of Labour Sales Other,80475,2024,3,0,0
6074DZ,Advertising Pnvt (Dealer Target),80475,2024,3,0,0
6129DZ,Other,80475,2024,3,0,0
6089DZ,Used Retail To Wholesale Ratio,80475,2024,3,0,0
6090DZ,Avg. Cost Uv Mit. Cpo Retailed,80475,2024,3,0,0
6460G,Adjustment - Cost Of Labour Sales Body Shop,80475,2024,3,0,0
8720D,Fixed Oper. Advert. Co-Op Credit,80475,2024,3,0,0
4400G,Less: Charge Backs - New,80475,2024,3,0,0
4750G,Less: Charge Backs - Used,80475,2024,3,0,0
4531G,Adjustments - Used Vehicles Inventory,80475,2024,3,0,0
6110G,Adjustment Cost Of Labour Sales - Mechanical,80475,2024,3,0,0
3060U,Total Mitsubishi Fleet,80475,2024,3,0,0
8724D,Fixed Oper. Advertising Co-Op Credit,80475,2024,3,0,0
1430D,New Vehicles - Other Makes,80475,2024,3,0,0
