account_id,english_name,year,month,monthly_value,type
5000G,Customer Mechanical Labour - MITSUBISHI,2022,4,34044.0,historical
5000S,Customer Mechanical Labour - MITSUBISHI,2022,4,41613.0,historical
8271D,Data Processing,2022,4,674.0,historical
8272D,Data Processing,2022,4,289.0,historical
8274D,Data Processing,2022,4,289.0,historical
8031D,Dealer Advertising Allowance,2022,4,-597.0,historical
8030D,Dealer Advertising Allowance,2022,4,-597.0,historical
8011D,Dealer Advertising Expense,2022,4,3566.0,historical
8012D,Dealer Advertising Expense,2022,4,3566.0,historical
8010D,Dealer Advertising Expense,2022,4,7132.0,historical
8062D,Delivery Expense,2022,4,666.0,historical
8064D,Delivery Expense,2022,4,666.0,historical
8061D,Delivery Expense,2022,4,1555.0,historical
18000AD,DEPARTMENTAL OPERATING PROFIT (LINE 2 MINUS 64),2022,4,45067.0,historical
18000DD,DEPT'L OPERATING PROFIT (LINE 2 MINUS 64),2022,4,-36.0,historical
8161D,Employee Benefits,2022,4,435.0,historical
8164D,Employee Benefits,2022,4,333.0,historical
8162D,Employee Benefits,2022,4,255.0,historical
1800D,Equip. M/S,2022,4,59050.0,historical
1820D,Equip. P/A,2022,4,13720.0,historical
1810D,Equip. P/A,2022,4,25570.0,historical
391BU,FEB.,2022,4,10.0,historical
392BU,FEB.,2022,4,2.0,historical
395BU,FEB.,2022,4,5.0,historical
3310S,Finance Income - New,2022,4,500.0,historical
3310G,Finance Income - New,2022,4,500.0,historical
3707S,Finance Income (Non CPO),2022,4,1918.0,historical
3707G,Finance Income (Non CPO),2022,4,1918.0,historical
1130D,Finance / Insurance Income Rec. - Current,2022,4,500.0,historical
1130BD,Finance / Insurance Income Rec. - Current,2022,4,500.0,historical
8224D,Fixed Oper. Advertising / Promotion,2022,4,315.0,historical
47000S,TOTAL P&A (LINES 16 THRU 27),2022,4,83821.0,historical
8701D,Floor Plan Credits,2022,4,6139.0,historical
8700D,Floor Plan Credits,2022,4,6139.0,historical
8050D,Floor Plan Interest,2022,4,1622.0,historical
8051D,Floor Plan Interest,2022,4,811.0,historical
8052D,Floor Plan Interest,2022,4,811.0,historical
1840D,Furnitures & Fixtures,2022,4,52425.0,historical
22421150D,Goods and Service Tax (GST) / Harmonized Sales Tax (HST),2022,4,59068.0,historical
8074D,Goodwill Policy,2022,4,-602.0,historical
8491D,Heat - Light - Power - Water,2022,4,1063.0,historical
8492D,Heat - Light - Power - Water,2022,4,456.0,historical
6137DZ,Hours Sold per Technician,2022,4,74.22,historical
6119DZ,Hours Sold per Technician,2022,4,224.5,historical
8471D,Insurance - Buildings & Improvements,2022,4,757.0,historical
8474D,Insurance - Buildings & Improvements,2022,4,324.0,historical
8472D,Insurance - Buildings & Improvements,2022,4,324.0,historical
3341S,Insurance Income - New,2022,4,1495.0,historical
3341G,Insurance Income - New,2022,4,748.0,historical
3713G,Insurance Income (Other Makes),2022,4,1748.0,historical
3713S,Insurance Income (Other Makes),2022,4,2398.0,historical
48000S,"TOTAL FIXED OPERS. (LINES 14, 28 & 36)",2022,4,146669.0,historical
5080S,Internal Mechanical Labour,2022,4,7704.0,historical
5200S,Internal Mechanical Labour,2022,4,31740.0,historical
5261G,Internal P&A RO,2022,4,3462.0,historical
5261S,Internal P&A RO,2022,4,12279.0,historical
395AU,JAN.,2022,4,6.0,historical
3910U,TOTAL,2022,4,47.0,historical
510P,Manager(s),2022,4,4.0,historical
391CU,MAR.,2022,4,13.0,historical
395CU,MAR.,2022,4,9.0,historical
8312D,"Membership, Dues, Publications",2022,4,31.0,historical
8311D,"Membership, Dues, Publications",2022,4,72.0,historical
8314D,"Membership, Dues, Publications",2022,4,31.0,historical
1400MCU,( Mirage ),2022,4,2.0,historical
3025G,Mirage (5-Door),2022,4,4958.0,historical
3025S,Mirage (5-Door),2022,4,73200.0,historical
M17000AD,New Vehicle Department,2022,4,52780.0,historical
M18000AD,New Vehicle Department,2022,4,45067.0,historical
1910D,Notes and Accts. Rec. - Officers / Owners / Employees,2022,4,4349.0,historical
2410D,Notes Payable - Capital Loans,2022,4,900000.0,historical
8201D,Office Supplies & Stationery,2022,4,342.0,historical
8202D,Office Supplies & Stationery,2022,4,146.0,historical
8204D,Office Supplies & Stationery,2022,4,214.0,historical
6148DZ,% of Labour Sales CP,2022,4,9.58,historical
6130DZ,% of Labour Sales CP,2022,4,9.01,historical
6134DZ,% of Labour Sales Internal,2022,4,-7.41,historical
6149DZ,% of Labour Sales Warranty,2022,4,-3.29,historical
6131DZ,% of Labour Sales Warranty,2022,4,-1.6,historical
1730D,Other,2022,4,18924.0,historical
1890D,Other,2022,4,42633.0,historical
2300D,Other Expenses Payable,2022,4,4877.0,historical
3281S,Other Ext. Warranty - New,2022,4,1199.0,historical
3281G,Other Ext. Warranty - New,2022,4,549.0,historical
1200BD,Other Factory Rec. / Incentives - Mitsubishi,2022,4,8425.0,historical
1200D,Other Factory Rec. / Incentives - Mitsubishi,2022,4,8425.0,historical
1990D,Other Non-Automotive Assets,2022,4,55699.0,historical
5710S,Other P&A,2022,4,138.0,historical
5710G,Other P&A,2022,4,74.0,historical
8632D,Other Salaries & Wages,2022,4,946.0,historical
8631D,Other Salaries & Wages,2022,4,946.0,historical
8634D,Other Salaries & Wages,2022,4,946.0,historical
8211D,Other Supplies & Tools,2022,4,432.0,historical
8214D,Other Supplies & Tools,2022,4,185.0,historical
8212D,Other Supplies & Tools,2022,4,185.0,historical
3015S,Outlander,2022,4,365269.0,historical
3015G,Outlander,2022,4,31090.0,historical
8372D,Outside Services,2022,4,849.0,historical
8374D,Outside Services,2022,4,-186.0,historical
50038ST,Over 90 Days,2022,4,170979.0,historical
50028ST,Over 90 Days,2022,4,128447.0,historical
5200G,P&A Repair Order Mechanical,2022,4,10819.0,historical
M18000DD,Parts & Accessories,2022,4,-36.0,historical
M17000DD,Parts & Accessories,2022,4,23471.0,historical
1500D,Parts & Accessories - Mitsubishi,2022,4,368814.0,historical
1510D,Parts & Accessories - Other,2022,4,9215.0,historical
1505D,Parts & Accessories - Tires,2022,4,75750.0,historical
2210D,Payroll Payable,2022,4,29584.0,historical
8131D,Payroll Taxes,2022,4,3366.0,historical
8132D,Payroll Taxes,2022,4,1443.0,historical
8134D,Payroll Taxes,2022,4,1443.0,historical
10011002D,Petty Cash Fund / Cash On Hand,2022,4,200.0,historical
1610D,Prepaid Other,2022,4,364128.0,historical
2570DV,Profit or Loss (Before Income Tax),2022,4,40893.0,historical
8110D,Promotion,2022,4,1572.0,historical
8111D,Promotion,2022,4,2044.0,historical
8112D,Promotion,2022,4,-472.0,historical
6011DZ,Pts. Sls. per Customer RO (Inc. Tires),2022,4,11.42,historical
8424D,Rent,2022,4,4500.0,historical
8421D,Rent,2022,4,10500.0,historical
8422D,Rent,2022,4,4500.0,historical
17000BD,TOTAL OPERATING EXPENSES (LINES 16 & 63),2022,4,26179.0,historical
40000G,TOTAL MITSUBISHI CARS RETAIL (LINES 2 THRU 4),2022,4,4958.0,historical
45500G,TOTAL SERVICE DEPARTMENT (LINES 7 THRU 13),2022,4,44344.0,historical
13000DD,SUB-TOTAL PERSONNEL EXPENSES (LINES 17 THRU 26),2022,4,17141.0,historical
11770D,Buildings & Improvements,2022,4,14859.0,historical
391AU,JAN.,2022,4,4.0,historical
41000G,TOTAL MITSUBISHI SUV RETAIL (LINES 6 THRU 15),2022,4,56063.0,historical
43500G,TOTAL NEW VEHICLE DEPT (LINES 21 & 30),2022,4,97847.0,historical
41500S,"TOTAL MITSUBISHI RETAIL (LINES 5, 16 & 17)",2022,4,675523.0,historical
41500G,"TOTAL MITSUBISHI RETAIL (LINES 5, 16 & 17)",2022,4,61021.0,historical
42000G,TOTAL MIT. NEW (LINES 18 THRU 20),2022,4,61021.0,historical
40000S,TOTAL MITSUBISHI CARS RETAIL (LINES 2 THRU 4),2022,4,73200.0,historical
44600G,"TOTAL F&I USED(LINES 49, 54, 59 & 60)",2022,4,7015.0,historical
44700G,TOTAL USED VEHICLE DEPT.(LINES 43 & 61),2022,4,31636.0,historical
44700S,TOTAL USED VEHICLE DEPT.(LINES 43 & 61),2022,4,267234.0,historical
44800G,TOTAL NEW & USED VEHICLE(LINES 31 & 62),2022,4,129483.0,historical
44800S,TOTAL NEW & USED VEHICLE(LINES 31 & 62),2022,4,976616.0,historical
5040G,Warranty Labour - MITSUBISHI,2022,4,3062.0,historical
5040S,Warranty Labour - MITSUBISHI,2022,4,4166.0,historical
1830D,Furnitures & Fixtures,2022,4,127704.0,historical
2000D,Accounts Payable - Trade Creditors,2022,4,32120.0,historical
1530D,Body Shop Materials,2022,4,23.0,historical
1520D,"Gas, Oil, & Grease",2022,4,19365.0,historical
2100D,New Vehicles - Mitsubishi,2022,4,471919.0,historical
2241D,Provincial Sales Tax,2022,4,1407.0,historical
1400D,New Car - Mitsubishi,2022,4,20531.0,historical
1495D,Used Vehicles - Other Makes,2022,4,109768.0,historical
2490D,Shareholder's Loans,2022,4,25987.0,historical
24000VV,(Trucks),2022,4,14.0,historical
41500U,"TOTAL MITSUBISHI RETAIL (LINES 5,  16 & 17)",2022,4,20.0,historical
1780D,Bldgs. & Improv.,2022,4,1854.0,historical
0978P,Technicians,2022,4,2.0,historical
5080U,Internal Mechanical Labour,2022,4,84.0,historical
1450D,Used Vehicles,2022,4,339571.0,historical
1450UU,(Cars),2022,4,16.0,historical
5080D,Internal Labour Rate,2022,4,115.0,historical
1540D,Sublet Repairs,2022,4,21155.0,historical
5080G,Internal Mechanical Labour,2022,4,5951.0,historical
2420D,Other Notes and Contracts Payable,2022,4,2373806.0,historical
396AD,JAN.,2022,4,-40676.0,historical
11810D,Equip. P/A,2022,4,11850.0,historical
11830D,Furniture & Fixtures,2022,4,75279.0,historical
11850D,Co. Veh.,2022,4,699.0,historical
11890D,Other,2022,4,23709.0,historical
2050D,Vehicle Lien Pay-Off,2022,4,57286.0,historical
2111D,Used Vehicles,2022,4,279404.0,historical
1140D,"Service, Parts & Body Shop - Customers",2022,4,60093.0,historical
2005D,Accounts Payable - Mitsubishi,2022,4,90495.0,historical
1010D,Cash in Bank,2022,4,28435.0,historical
2230D,Taxes Payable - Payroll,2022,4,22093.0,historical
1420QTU,(EclipseCross),2022,4,7.0,historical
1420D,New SUV - Mitsubishi,2022,4,462852.0,historical
1420RTU,(RVR ),2022,4,15.0,historical
1551D,Work in Process - Mechanical Labour,2022,4,-10346.0,historical
50020ST,1 - 30 Days,2022,4,5.0,historical
2520D,Retained Earnings,2022,4,-1875114.0,historical
1495UU,(Cars),2022,4,18.0,historical
1495VV,(Trucks),2022,4,14.0,historical
1140BD,Serv. Parts & Body Shop - Customers,2022,4,60093.0,historical
34000D,TOTAL NET WORTH(LINES 44 THRU 50 & LINE 65 MINUS 66),2022,4,-1906771.0,historical
15000BD,SUB-TOTAL OCCUPANCY (LINES 50 THRU 57,2022,4,5349.0,historical
10000AD,SUB-TOTAL SELLING EXPENSES (LINES 5 THRU 15),2022,4,11850.0,historical
16000AD,"TOTAL FIXED OVERHEAD (LINES 27, 49, 58, 59 THRU 62)",2022,4,40930.0,historical
43000G,TOTAL F&I NEW (LINES 23 THRU 29),2022,4,36826.0,historical
400000XS,TOTAL SALES,2022,4,1123285.0,historical
43500XS,TOTAL NEW VEHICLE DEPT,2022,4,709382.0,historical
44700XS,TOTAL USED VEHICLE DEPT,2022,4,267234.0,historical
400000XG,TOTAL GROSS PROFIT,2022,4,197263.0,historical
44000S,TOTAL USED RETAIL (LINES 33 THRU 38),2022,4,258299.0,historical
44000G,TOTAL USED RETAIL (LINES 33 THRU 38),2022,4,24621.0,historical
44500S,TOTAL USED VEHICLES (LINES 39 THRU 42),2022,4,258299.0,historical
44500G,TOTAL USED VEHICLES (LINES 39 THRU 42),2022,4,24621.0,historical
8080D,Compensation - Owner,2022,4,6578.0,historical
8090D,Compensation - Supervisors,2022,4,32804.0,historical
47000G,TOTAL P&A (LINES 16 THRU 27),2022,4,23436.0,historical
8630D,Other Salaries & Wages,2022,4,10987.0,historical
8100D,Compensation - Clerical,2022,4,16314.0,historical
8310D,"Membership, Dues, Publications",2022,4,206.0,historical
8440D,Repairs & Maintenance - Real Estate,2022,4,460.0,historical
8470D,Insurance - Buildings & Improvements,2022,4,2162.0,historical
M18000BD,Used Vehicle Department,2022,4,5457.0,historical
550P,Technicians,2022,4,2.0,historical
48000G,"TOTAL FIXED OPERS. (LINES 14, 28 & 36)",2022,4,67780.0,historical
1100BD,Vehicle Accounts - Customers,2022,4,19468.0,historical
8490D,Heat - Light - Power - Water,2022,4,3038.0,historical
8120D,Absentee Wages,2022,4,2249.0,historical
8130D,Payroll Taxes,2022,4,9618.0,historical
8160D,Employee Benefits,2022,4,483.0,historical
560P,Apprentices,2022,4,2.0,historical
8170D,Compensation - Other Supervisor,2022,4,13730.0,historical
520P,Sales Reps.,2022,4,3.0,historical
M18000CD,Service Department,2022,4,-14601.0,historical
1100D,Vehicle Accounts - Customers,2022,4,19468.0,historical
1280D,Warranty Receivables - Mitsubishi,2022,4,30202.0,historical
8210D,Other Supplies & Tools,2022,4,987.0,historical
8150D,Laundry & Uniforms,2022,4,350.0,historical
15000DD,SUB-TOTAL OCCUPANCY (LINES 50 THRU 57),2022,4,5349.0,historical
3022U,RVR,2022,4,5.0,historical
8200D,Office Supplies & Stationery,2022,4,1111.0,historical
10000D,SUB-TOTAL SELLING EXPENSES (LINES 5THRU 15),2022,4,19682.0,historical
29000D,TOTAL OTHER ASSETS(LINES 62 THRU 66),2022,4,60048.0,historical
14000D,TOTAL SEMI FIXED EXPENSE (LINES 28 THRU 48),2022,4,13269.0,historical
8360D,Telephone,2022,4,1574.0,historical
8060D,Delivery Expense,2022,4,5931.0,historical
8270D,Data Processing,2022,4,3541.0,historical
8420D,Rent,2022,4,30000.0,historical
85000AD,NET ADDITIONS & DEDUCTS (PAGE 3 NETOF LINE 78),2022,4,5000.0,historical
396DD,APR.,2022,4,40892.0,historical
M49000XG,Parts & Accessories,2022,4,23436.0,historical
19500D,NET PROFIT OR (LOSS),2022,4,40892.0,historical
13000CD,SUB-TOTAL PERSONNEL EXPENSES  (LINES 17THRU 26),2022,4,40236.0,historical
19000D,NET PROFIT BEFOREOWNERS BONUS & INCOME TAX (LINES 65 & 66),2022,4,40889.0,historical
M43500XG,New Vehicle Department,2022,4,97847.0,historical
45500XS,TOTAL SALES,2022,4,62848.0,historical
45500XG,TOTAL GROSS PROFIT,2022,4,44344.0,historical
8083D,Compensation - Owner,2022,4,2302.0,historical
8093D,Compensation - Supervisors,2022,4,8540.0,historical
8633D,Other Salaries & Wages,2022,4,8149.0,historical
8103D,Compensation - Clerical,2022,4,2757.0,historical
8123D,Absentee Wages,2022,4,1932.0,historical
8133D,Payroll Taxes,2022,4,3366.0,historical
8173D,Compensation - Other Supervisor,2022,4,13730.0,historical
8213D,Other Supplies & Tools,2022,4,185.0,historical
8153D,Laundry & Uniforms,2022,4,350.0,historical
5040D,Warranty Labour Rate,2022,4,109.0,historical
13000D,SUB-TOTAL PERSONNEL EXPENSES (LINES 17THRU 26),2022,4,92763.0,historical
8203D,Office Supplies & Stationery,2022,4,409.0,historical
15000D,SUB-TOTAL OCCUPANCY (LINES 50 THRU 57,2022,4,35660.0,historical
16000D,"TOTAL FIXED OVERHEAD (LINES 27, 49, 58,59 THRU 62)",2022,4,141692.0,historical
8003D,Advertising (Institutional),2022,4,-390.0,historical
17000D,TOTAL OPERATING EXPENSES (LINES 16  & 63),2022,4,161374.0,historical
18000D,DEPARTMENTAL OPERATING PROFIT (LINE 2 MINUS 64),2022,4,35889.0,historical
M44700XG,Used Vehicle Department,2022,4,31636.0,historical
M45500XG,Service Department,2022,4,44344.0,historical
14000CD,TOTAL SEMI-FIXED EXPENSES  (LINES 28 THRU 48),2022,4,6228.0,historical
8313D,"Membership, Dues, Publications",2022,4,72.0,historical
8363D,Telephone,2022,4,551.0,historical
8063D,Delivery Expense,2022,4,3044.0,historical
8073D,Goodwill Policy,2022,4,170.0,historical
8273D,Data Processing,2022,4,2289.0,historical
8423D,Rent,2022,4,10500.0,historical
8473D,Insurance - Buildings & Improvements,2022,4,757.0,historical
8493D,Heat - Light - Power - Water,2022,4,1063.0,historical
85000D,TOTAL ADDITIONAL INCOME(LINES 71THRU 77),2022,4,5000.0,historical
15000CD,SUB-TOTAL OCCUPANCY  (LINES 50 THRU 57),2022,4,12481.0,historical
16000CD,"TOTAL FIXED OVERHEAD (LINES 27, 49, 58,59 THRU 62)",2022,4,58945.0,historical
17000CD,TOTAL OPERATING EXPENSES (LINE 63),2022,4,58945.0,historical
18000CD,DEPT'L OPERATING PROFIT (LINE 2 MINUS 64),2022,4,-14601.0,historical
9101D,Lease & Rental Income,2022,4,5000.0,historical
3280U,Chemical Sales - New,2022,4,24.0,historical
43500S,TOTAL NEW VEHICLE DEPT (LINES 21 & 30),2022,4,709382.0,historical
43000S,TOTAL F & I NEW,2022,4,33859.0,historical
44500U,TOTAL USED VEHICLES (LINES 39 THRU 42),2022,4,15.0,historical
8494D,Heat - Light - Power - Water,2022,4,456.0,historical
3500U,Used Vehicles - Retail (Non CPO),2022,4,4.0,historical
44000U,TOTAL USED RETAIL (LINES 33  THRU 38),2022,4,15.0,historical
3506U,Used Vehicles - Retail (Other Makes),2022,4,11.0,historical
45000U,TOTAL MITSUBISHI LABOUR (LINES 2 THRU 6),2022,4,338.0,historical
3713U,Insurance Income (Other Makes),2022,4,2.0,historical
3711U,Service Contracts (Other Makes),2022,4,3.0,historical
41000S,TOTAL MITSUBISHI SUV RETAIL (LINES 6 THRU 15),2022,4,602323.0,historical
44800U,TOTAL NEW & USED VEHICLE(LINES  31 & 62),2022,4,35.0,historical
45500U,TOTAL SERVICE DEPARTMENT (LINES 7 THRU 13),2022,4,338.0,historical
5240G,Warranty P&A RO,2022,4,5197.0,historical
44600S,TOTAL F & I USED,2022,4,8935.0,historical
5000U,Customer Mechanical Labour - MITSUBISHI,2022,4,212.0,historical
5100S,Sublet Repairs,2022,4,9365.0,historical
3022G,RVR,2022,4,18338.0,historical
5240S,Warranty P&A RO,2022,4,18208.0,historical
5310U,Retail Counter P&A,2022,4,32.0,historical
5330U,Wholesale P&A,2022,4,23.0,historical
5700U,Tires,2022,4,6.0,historical
47000U,TOTAL P&A (LINES 16 THRU 27),2022,4,61.0,historical
23000D,TOTAL NEW VEHICLES(LINES 21 THRU 25),2022,4,483383.0,historical
3022S,RVR,2022,4,161461.0,historical
25700D,TOTAL,2022,4,-31667.0,historical
0961P,Manager(s),2022,4,2.0,historical
0962P,Sales Reps,2022,4,2.0,historical
3028S,Eclipse Cross,2022,4,75593.0,historical
3028G,Eclipse Cross,2022,4,6635.0,historical
20000D,TOTAL CASH AND CONTRACTS(LINES 1 THRU 5),2022,4,233019.0,historical
22000D,TOTAL RECEIVABLES(LINE 12 & LINES 13 THRU 19),2022,4,118688.0,historical
200000D,"TOTAL ASSETS (LINES 50, 61 & 67)",2022,4,2371825.0,historical
26000D,TOTAL OTHER CURRENT ASSETS(LINES 42 THRU 48),2022,4,364128.0,historical
28000D,TOTAL FIXED ASSETS(LINES 53 THRU 60),2022,4,179244.0,historical
21000D,NET CUSTOMER RECEIVABLES(LINES 7 THRU 11),2022,4,80061.0,historical
24000D,TOTAL USED VEHICLES(LINES 27 THRU 29),2022,4,449339.0,historical
25000D,"TOTAL INVENTORIES(LINES 26, 30 THRU 40)",2022,4,1416698.0,historical
27000D,"TOTAL CURRENT ASSETS(LINES 6, 20, 41 & 49)",2022,4,2132533.0,historical
1100AD,Vehicle Accounts - Customers,2022,4,19468.0,historical
1140AD,"Serv., Parts & Body Shop - Customers",2022,4,60093.0,historical
22500D,NET RECEIVABLES (LINES 78 & 79),2022,4,118688.0,historical
1200AD,Other Factory Rec. / Incentives - Mit.,2022,4,8425.0,historical
1130AD,Finance / Insurance Income Rec. - Current,2022,4,500.0,historical
22000XD,TOTAL(LINES 71 THRU 77),2022,4,118688.0,historical
1280AD,Warranty Rec. / P.D.I. - Mitsubishi,2022,4,30202.0,historical
30000D,TOTAL ACCOUNTS & NOTES PAYABLE  (LINES 1 THRU 11),2022,4,1051366.0,historical
35000D,TOTAL LIABILITIES & NET WORTH (LINES 33 & 67),2022,4,2371825.0,historical
32000D,TOTAL LONG TERM DEBT (LINES 28 THRU 31),2022,4,3299793.0,historical
31000D,TOTAL CURRENT LIABILITIES (LINES 12 THRU 26),2022,4,978803.0,historical
33000D,TOTAL LIABILITIES (LINES 27 & 32),2022,4,4278596.0,historical
3920U,TOTAL,2022,4,2.0,historical
3950U,TOTAL,2022,4,35.0,historical
396BD,FEB.,2022,4,-30578.0,historical
396CD,MAR.,2022,4,-1305.0,historical
395DU,APR.,2022,4,15.0,historical
43500XG,TOTAL GROSS PROFIT - NEW VEHICLE DEPT.,2022,4,97847.0,historical
44700XG,TOTAL GROSS PROFIT - USED VEHICLE DEPT.,2022,4,31636.0,historical
8361D,Telephone,2022,4,551.0,historical
8362D,Telephone,2022,4,236.0,historical
8441D,Repairs & Maintenance - Real Estate,2022,4,161.0,historical
8442D,Repairs & Maintenance - Real Estate,2022,4,69.0,historical
10000BD,SUB-TOTAL SELLING EXPENSES (LINES 5 THRU 15),2022,4,7832.0,historical
14000AD,TOTAL SEMI FIXED EXPENSE (LINES 28 THRU 48),2022,4,3268.0,historical
49000XS,TOTAL SALES - PARTS & ACCESS DEPT.,2022,4,83821.0,historical
49000XG,TOTAL GROSS PROFIT - PARTS & ACCESS DEPT.,2022,4,23436.0,historical
15000AD,SUB-TOTAL OCCUPANCY (LINES 50 THRU 57,2022,4,12481.0,historical
M17000CD,Service Department,2022,4,58945.0,historical
8364D,Telephone,2022,4,236.0,historical
8444D,Repairs & Maintenance - Real Estate,2022,4,69.0,historical
3500G,Used Vehicles - Retail (Non CPO),2022,4,7523.0,historical
3500S,Used Vehicles - Retail (Non CPO),2022,4,67136.0,historical
4511G,Used Vehicles - Retail Reconditioning (Non CPO),2022,4,-1794.0,historical
3506G,Used Vehicles - Retail (Other Makes),2022,4,21749.0,historical
3506S,Used Vehicles - Retail (Other Makes),2022,4,191163.0,historical
4513G,Used Vehicles - Retail Reconditioning (Other Makes),2022,4,-2857.0,historical
42000S,TOTAL MIT. NEW (LINES 18 THRU 20),2022,4,675523.0,historical
3711G,Service Contracts (Other Makes),2022,4,3349.0,historical
3711S,Service Contracts (Other Makes),2022,4,4619.0,historical
5100G,Sublet Repairs,2022,4,1287.0,historical
5310G,Retail Counter P&A,2022,4,1428.0,historical
5310S,Retail Counter P&A,2022,4,7822.0,historical
5330G,Wholesale P&A,2022,4,1911.0,historical
5330S,Wholesale P&A,2022,4,10306.0,historical
5700G,Tires,2022,4,545.0,historical
5700S,Tires,2022,4,3328.0,historical
45000S,TOTAL MITSUBISHI LABOUR (LINES 2 THRU 6),2022,4,53483.0,historical
45000G,TOTAL MITSUBISHI LABOUR (LINES 2 THRU 6),2022,4,43057.0,historical
400000G,"TOTAL ALL DEPTS. (Pg 4, Ln 63 Pg 5, Ln 37)",2022,4,197263.0,historical
400000S,"TOTAL ALL DEPTS. (Pg 4, Ln 63 Pg 5, Ln 37)",2022,4,1123285.0,historical
50045ST,0 - 3 Months,2022,4,63816.0,historical
50035ST,1 - 30 Days,2022,4,31367.0,historical
50026ST,31 - 60 Days,2022,4,95367.0,historical
50048ST,12+ Months,2022,4,145416.0,historical
50025ST,1 - 30 Days,2022,4,120845.0,historical
50036ST,31 - 60 Days,2022,4,95488.0,historical
50046ST,4 - 6 Months,2022,4,67737.0,historical
50027ST,61 - 90 Days,2022,4,138724.0,historical
50037ST,61 - 90 Days,2022,4,151505.0,historical
50047ST,7 - 12 Months,2022,4,101060.0,historical
50029ST,TOTAL,2022,4,483383.0,historical
50039ST,TOTAL,2022,4,449339.0,historical
5000XP,TOTAL,2022,4,18.0,historical
5000BP,TOTAL,2022,4,2.0,historical
5000CP,TOTAL,2022,4,8.0,historical
3010ST,Ups,2022,4,17.0,historical
6061DZ,Advertising PNVR (Dealer Retail Sales),2022,4,351.68,historical
570P,Clerical / Other,2022,4,4.0,historical
0979P,Clerical / Other,2022,4,2.0,historical
5000AP,TOTAL,2022,4,7.0,historical
6079DZ,UV Stock Turn (Guide >7),2022,4,0.94,historical
50001SD,Number of Productive Bays,2022,4,3.0,historical
8443D,Repairs & Maintenance - Real Estate,2022,4,161.0,historical
6100DZ,Overhead Absorption %,2022,4,14.42,historical
6102DZ,CP Labour Sales per Technician,2022,4,12975.0,historical
6001DZ,Gross Stock Turn,2022,4,0.71,historical
6104DZ,CP RO Count,2022,4,88.0,historical
6002DZ,Pts. Sls. per Customer RO (Inc. Tires),2022,4,49.84,historical
6003DZ,CP Pts. : CP Labour Sls. (Inc. Tires),2022,4,-0.08,historical
5040U,Warranty Labour - MITSUBISHI,2022,4,42.0,historical
50008SD,Number of Working Days,2022,4,26.0,historical
50015SD,Internal Hours Sold,2022,4,74.0,historical
3000ST,Ups,2022,4,46.0,historical
6060DZ,NV Units Sold Retail Per NV Sales Rep.,2022,4,-3.0,historical
6034DZ,Break Even New & Used Units,2022,4,-3.19,historical
5000D,Customer Labour Rate,2022,4,122.0,historical
1790D,Equip. M/S,2022,4,111898.0,historical
6103DZ,CP Labour Sales per RO,2022,4,69.98,historical
50007SD,Active Customers,2022,4,675.0,historical
6107DZ,CP Effective Rate as a % of Posted Rate,2022,4,4.98,historical
50010SD,Hours Clocked,2022,4,449.0,historical
50013SD,Customer Pay Hours Sold,2022,4,336.0,historical
6112DZ,% of Labour Sales CP,2022,4,18.6,historical
50014SD,Warranty Hours Sold,2022,4,39.0,historical
6113DZ,% of Labour Sales Warranty,2022,4,-4.89,historical
3025U,Mirage (5-Door),2022,4,4.0,historical
50012SD,Avg. Technician Wage,2022,4,20.0,historical
6116DZ,% of Labour Sales Internal,2022,4,-13.71,historical
6007DZ,Pts. Months Supply (Guide 1.5 mos),2022,4,-5.72,historical
6004DZ,Warranty Pts. : Warranty Labour Sales,2022,4,1.05,historical
6005DZ,Sales $'s per Retail Counter Invoice,2022,4,82.55,historical
50030ST,1 - 30 Days,2022,4,8.0,historical
6006DZ,Sales $'s per Wholesale Invoice,2022,4,53.0,historical
50040ST,0 - 3 Months,2022,4,832.0,historical
50021ST,31 - 60 Days,2022,4,3.0,historical
50031ST,31 - 60 Days,2022,4,9.0,historical
50041ST,4 - 6 Months,2022,4,1005.0,historical
50022ST,61 - 90 Days,2022,4,5.0,historical
50032ST,61 - 90 Days,2022,4,13.0,historical
50042ST,7 - 12 Months,2022,4,1625.0,historical
50023ST,Over 90 Days,2022,4,11.0,historical
50033ST,Over 90 Days,2022,4,18.0,historical
50043ST,12+ Months,2022,4,2201.0,historical
50024ST,TOTAL,2022,4,24.0,historical
50034ST,TOTAL,2022,4,48.0,historical
50044ST,TOTAL,2022,4,5663.0,historical
50049ST,TOTAL,2022,4,378029.0,historical
6096DZ,Used to New Retail Ratio,2022,4,0.06,historical
6138DZ,CP Labour Sales per Technician,2022,4,9281.63,historical
6128DZ,Efficiency (Guide 110 - 125%),2022,4,3.76,historical
6063DZ,NV Months Supply (Guide 2.5 months),2022,4,-1.06,historical
6127DZ,Productivity (Guide 85% +),2022,4,3.76,historical
6076DZ,UV Units Sold Per UV Sales Rep.,2022,4,6.0,historical
6105DZ,Hours per CP RO,2022,4,0.57,historical
6019DZ,CP Pts. : CP Labour Sls. (Inc. Tires),2022,4,0.06,historical
6042DZ,Occupancy as a % of Company GP,2022,4,-44.44,historical
6026DZ,% Return on Operating Investment,2022,4,-1.9,historical
6080DZ,Used to New Retail Ratio,2022,4,0.06,historical
6046DZ,Profit or Loss (Before Income Tax),2022,4,25927.17,historical
