account_id,english_name,year,month,predicted_monthly_value
5261U,Internal P&A RO,2025,3,460.26
2550D,Investments,2025,1,1411.465
2550D,Investments,2025,2,119.585
2550D,Investments,2025,3,0.0
392AU,JAN.,2025,1,203.505
392AU,JAN.,2025,2,3.72
392AU,JAN.,2025,3,1.235
396GU,JUL.,2025,1,25.39
396GU,JUL.,2025,2,127.65
396GU,JUL.,2025,3,6.27
392GU,JUL.,2025,1,0.0
392GU,JUL.,2025,2,0.0
392GU,JUL.,2025,3,0.0
391GU,JUL.,2025,1,0.0
391GU,JUL.,2025,2,0.105
391GU,JUL.,2025,3,0.0
395GU,JUL.,2025,1,67.14
395GU,JUL.,2025,2,0.11
395GU,JUL.,2025,3,0.22
392FU,JUN.,2025,1,0.0
392FU,JUN.,2025,2,0.0
392FU,JUN.,2025,3,0.0
391FU,JUN.,2025,1,0.0
391FU,JUN.,2025,2,0.105
391FU,JUN.,2025,3,0.0
396FU,JUN.,2025,1,0.0
396FU,JUN.,2025,2,12.69
396FU,JUN.,2025,3,6.27
395FU,JUN.,2025,1,67.2
395FU,JUN.,2025,2,0.06
395FU,JUN.,2025,3,0.14
8155D,Laundry & Uniforms,2025,1,267.855
8155D,Laundry & Uniforms,2025,2,32.1
8155D,Laundry & Uniforms,2025,3,72.955
3510G,Lease Buyout,2025,1,11.08
3510G,Lease Buyout,2025,2,0.0
3510G,Lease Buyout,2025,3,0.0
3510S,Lease Buyout,2025,1,11.08
3510S,Lease Buyout,2025,2,0.0
3510S,Lease Buyout,2025,3,0.0
1870D,Leasehold,2025,1,201.42
1870D,Leasehold,2025,2,0.0
1870D,Leasehold,2025,3,0.0
1880D,Leasehold,2025,1,201.42
1880D,Leasehold,2025,2,0.0
1880D,Leasehold,2025,3,0.0
1680D,Lease Vehicles,2025,1,0.0
1680D,Lease Vehicles,2025,2,0.0
1680D,Lease Vehicles,2025,3,0.0
8352D,Legal & Auditing,2025,1,50.0
8352D,Legal & Auditing,2025,2,1975.0
8352D,Legal & Auditing,2025,3,636.86
8354D,Legal & Auditing,2025,1,22.5
8354D,Legal & Auditing,2025,2,1522.5
8354D,Legal & Auditing,2025,3,415.6
8355D,Legal & Auditing,2025,1,0.0
8355D,Legal & Auditing,2025,2,410.0
8355D,Legal & Auditing,2025,3,17.5
8351D,Legal & Auditing,2025,1,165.0
8351D,Legal & Auditing,2025,2,3582.5
8351D,Legal & Auditing,2025,3,2394.98
4400G,Less: Charge Backs - New,2025,1,0.0
4400G,Less: Charge Backs - New,2025,2,50.0
4400G,Less: Charge Backs - New,2025,3,0.0
15000ED,SUB-TOTAL OCCUPANCY (LINES 50 THRU 57),2025,1,0.0
15000ED,SUB-TOTAL OCCUPANCY (LINES 50 THRU 57),2025,2,0.0
15000ED,SUB-TOTAL OCCUPANCY (LINES 50 THRU 57),2025,3,0.0
4750G,Less: Charge Backs - Used,2025,1,3.52
4750G,Less: Charge Backs - Used,2025,2,54.16
4750G,Less: Charge Backs - Used,2025,3,0.0
0989P,Manager(s),2025,1,0.0
0989P,Manager(s),2025,2,0.0
0989P,Manager(s),2025,3,0.0
0968P,Manager(s),2025,1,0.765
0968P,Manager(s),2025,2,0.735
0968P,Manager(s),2025,3,0.905
800001D,(Manufacturer Requirement),2025,1,5833.375
800001D,(Manufacturer Requirement),2025,2,0.0
800001D,(Manufacturer Requirement),2025,3,0.0
391CU,MAR.,2025,1,0.54
391CU,MAR.,2025,2,2.615
391CU,MAR.,2025,3,45.7
392CU,MAR.,2025,1,0.0
392CU,MAR.,2025,2,0.09
392CU,MAR.,2025,3,35.455
1430CU,(Cars ),2025,1,0.09
1430CU,(Cars ),2025,2,0.45
1430CU,(Cars ),2025,3,0.0
396CU,MAR.,2025,1,0.0
396CU,MAR.,2025,2,0.0
396CU,MAR.,2025,3,616.815
395CU,MAR.,2025,1,0.125
395CU,MAR.,2025,2,0.905
395CU,MAR.,2025,3,92.955
392EU,MAY,2025,1,0.0
392EU,MAY,2025,2,0.0
392EU,MAY,2025,3,0.0
395EU,MAY,2025,1,0.095
395EU,MAY,2025,2,0.19
395EU,MAY,2025,3,1.105
391EU,MAY,2025,1,0.0
391EU,MAY,2025,2,0.09
391EU,MAY,2025,3,0.54
396EU,MAY,2025,1,0.0
396EU,MAY,2025,2,0.0
396EU,MAY,2025,3,0.0
8312D,"Membership, Dues, Publications",2025,1,450.21
8312D,"Membership, Dues, Publications",2025,2,38.605
8312D,"Membership, Dues, Publications",2025,3,7.585
8311D,"Membership, Dues, Publications",2025,1,150.07
8311D,"Membership, Dues, Publications",2025,2,27.09
8311D,"Membership, Dues, Publications",2025,3,10.485
8314D,"Membership, Dues, Publications",2025,1,31.41
8314D,"Membership, Dues, Publications",2025,2,10.685
8314D,"Membership, Dues, Publications",2025,3,0.465
8315D,"Membership, Dues, Publications",2025,1,31.41
8315D,"Membership, Dues, Publications",2025,2,10.685
8315D,"Membership, Dues, Publications",2025,3,0.0
8415D,Miscellaneous,2025,1,924.415
8415D,Miscellaneous,2025,2,51.425
8415D,Miscellaneous,2025,3,104.575
1571D,Miscellaneous Assets,2025,1,0.0
1571D,Miscellaneous Assets,2025,2,0.0
1571D,Miscellaneous Assets,2025,3,0.0
2430D,Mortgages Payable,2025,1,0.0
2430D,Mortgages Payable,2025,2,0.0
2430D,Mortgages Payable,2025,3,0.0
8651D,New / Used Vehicle Inventory Expense,2025,1,0.0
8651D,New / Used Vehicle Inventory Expense,2025,2,0.0
8651D,New / Used Vehicle Inventory Expense,2025,3,0.00025
8652D,New / Used Vehicle Inventory Expense,2025,1,0.0
8652D,New / Used Vehicle Inventory Expense,2025,2,0.0
8652D,New / Used Vehicle Inventory Expense,2025,3,0.00025
8650D,New / Used Vehicle Inventory Expense,2025,1,0.0
8650D,New / Used Vehicle Inventory Expense,2025,2,0.0
8650D,New / Used Vehicle Inventory Expense,2025,3,0.00025
1572D,Non-Automotive Inventory,2025,1,317.365
1572D,Non-Automotive Inventory,2025,2,0.0
1572D,Non-Automotive Inventory,2025,3,0.0
50103SDY,Non-Productive / Other,2025,1,0.06
50103SDY,Non-Productive / Other,2025,2,0.02
50103SDY,Non-Productive / Other,2025,3,0.0
50003SDY,Non-Productive / Other,2025,1,1.01
50003SDY,Non-Productive / Other,2025,2,2.105
50003SDY,Non-Productive / Other,2025,3,2.635
392KU,NOV.,2025,1,0.0
392KU,NOV.,2025,2,0.0
392KU,NOV.,2025,3,0.0
395KU,NOV.,2025,1,0.0
395KU,NOV.,2025,2,0.0
395KU,NOV.,2025,3,0.0
396KU,NOV.,2025,1,0.0
396KU,NOV.,2025,2,0.0
396KU,NOV.,2025,3,0.0
391KU,NOV.,2025,1,0.0
391KU,NOV.,2025,2,0.0
391KU,NOV.,2025,3,0.0
42000T,NV Target,2025,1,0.0
42000T,NV Target,2025,2,0.0017499999999999998
42000T,NV Target,2025,3,0.0
392JU,OCT.,2025,1,0.13
392JU,OCT.,2025,2,0.16
392JU,OCT.,2025,3,0.0
50212SD,Tire Inventory Over 12 Mo's (%),2025,1,0.0
50212SD,Tire Inventory Over 12 Mo's (%),2025,2,0.0
50212SD,Tire Inventory Over 12 Mo's (%),2025,3,0.0
396JU,OCT.,2025,1,0.26
396JU,OCT.,2025,2,0.28
396JU,OCT.,2025,3,0.0
391JU,OCT.,2025,1,0.13
391JU,OCT.,2025,2,0.16
391JU,OCT.,2025,3,0.0
395JU,OCT.,2025,1,0.13
395JU,OCT.,2025,2,0.16
395JU,OCT.,2025,3,0.0
8205D,Office Supplies & Stationery,2025,1,54.25
8205D,Office Supplies & Stationery,2025,2,81.555
8205D,Office Supplies & Stationery,2025,3,58.125
6151DZ,% of Labour Sales CPO Warranty,2025,1,-0.04185
6151DZ,% of Labour Sales CPO Warranty,2025,2,0.5512999999999999
6151DZ,% of Labour Sales CPO Warranty,2025,3,-0.1257
6150DZ,% of Labour Sales DCP,2025,1,0.0
6150DZ,% of Labour Sales DCP,2025,2,0.9511499999999997
6150DZ,% of Labour Sales DCP,2025,3,-0.24744999999999998
50001SDY,Number of Productive Bays,2025,1,4.885
50001SDY,Number of Productive Bays,2025,2,8.015
50001SDY,Number of Productive Bays,2025,3,8.655
50101SDY,Number of Productive Bays,2025,1,0.085
50101SDY,Number of Productive Bays,2025,2,0.14
50101SDY,Number of Productive Bays,2025,3,0.2
3281S,Other Ext. Warranty - New,2025,1,13031.56165
3281S,Other Ext. Warranty - New,2025,2,12969.935
3281S,Other Ext. Warranty - New,2025,3,16553.485
3281G,Other Ext. Warranty - New,2025,1,11947.66165
3281G,Other Ext. Warranty - New,2025,2,11383.505
3281G,Other Ext. Warranty - New,2025,3,13364.55
1200FD,Other Factory Rec. / Incentives - Mitsubishi,2025,1,0.0
1200FD,Other Factory Rec. / Incentives - Mitsubishi,2025,2,0.0
1200FD,Other Factory Rec. / Incentives - Mitsubishi,2025,3,0.0
1200ED,Other Factory Rec. / Incentives - Mitsubishi,2025,1,0.0
1200ED,Other Factory Rec. / Incentives - Mitsubishi,2025,2,0.0
1200ED,Other Factory Rec. / Incentives - Mitsubishi,2025,3,0.0
1200DD,Other Factory Rec. / Incentives - Mitsubishi,2025,1,0.0
1200DD,Other Factory Rec. / Incentives - Mitsubishi,2025,2,0.0
1200DD,Other Factory Rec. / Incentives - Mitsubishi,2025,3,0.0
1200CD,Other Factory Rec. / Incentives - Mitsubishi,2025,1,758.75
1200CD,Other Factory Rec. / Incentives - Mitsubishi,2025,2,1008.75
1200CD,Other Factory Rec. / Incentives - Mitsubishi,2025,3,884.375
3282S,Other F & I - New,2025,1,22106.56
3282S,Other F & I - New,2025,2,18537.395
3282S,Other F & I - New,2025,3,13604.865
3282G,Other F & I - New,2025,1,21233.635
3282G,Other F & I - New,2025,2,18360.635
3282G,Other F & I - New,2025,3,13618.745
5015G,Other Mechanical Labour,2025,1,1740.89
5015G,Other Mechanical Labour,2025,2,21.415
5015G,Other Mechanical Labour,2025,3,3.1070000000000007
5015S,Other Mechanical Labour,2025,1,1740.89
5015S,Other Mechanical Labour,2025,2,21.415
5015S,Other Mechanical Labour,2025,3,3.1070000000000007
1950D,Other Notes / Accounts Receivable,2025,1,335.7
1950D,Other Notes / Accounts Receivable,2025,2,211.225
1950D,Other Notes / Accounts Receivable,2025,3,0.0
5710U,Other P&A,2025,1,1963.12925
5710U,Other P&A,2025,2,249.28140000000002
5710U,Other P&A,2025,3,250.8209
8635D,Other Salaries & Wages,2025,1,851.77
8635D,Other Salaries & Wages,2025,2,161.48
8635D,Other Salaries & Wages,2025,3,259.79
8215D,Other Supplies & Tools,2025,1,28.74
8215D,Other Supplies & Tools,2025,2,16.395
8215D,Other Supplies & Tools,2025,3,217.745
2140D,Other Vehicles,2025,1,6000.0
2140D,Other Vehicles,2025,2,0.0
2140D,Other Vehicles,2025,3,0.0
1430TU,(Cars),2025,1,0.27
1430TU,(Cars),2025,2,0.72
1430TU,(Cars),2025,3,0.0
3026G,Outlander PHEV,2025,1,10626.195
3026G,Outlander PHEV,2025,2,10714.715
3026G,Outlander PHEV,2025,3,22870.1
3026S,Outlander PHEV,2025,1,203361.43
3026S,Outlander PHEV,2025,2,133332.38
3026S,Outlander PHEV,2025,3,278079.755
8375D,Outside Services,2025,1,992.72
8375D,Outside Services,2025,2,92.145
8375D,Outside Services,2025,3,48.755
1100DOT,OVER 30 Day,2025,1,1221.2
1100DOT,OVER 30 Day,2025,2,3675.02
1100DOT,OVER 30 Day,2025,3,321.815
1140DOT,Over 30 days,2025,1,4797.27
1140DOT,Over 30 days,2025,2,31507.875
1140DOT,Over 30 days,2025,3,604.62
1285DOF,Over 45 days,2025,1,0.0
1285DOF,Over 45 days,2025,2,0.0
1285DOF,Over 45 days,2025,3,0.0
1280DOF,Over 45 days,2025,1,0.0
1280DOF,Over 45 days,2025,2,0.0
1280DOF,Over 45 days,2025,3,0.0
0974P,Owner(s),2025,1,0.0
0974P,Owner(s),2025,2,0.0
0974P,Owner(s),2025,3,0.0
0967P,Owner(s),2025,1,0.0
0967P,Owner(s),2025,2,0.0
0967P,Owner(s),2025,3,0.0
0988P,Owner(s),2025,1,0.0
0988P,Owner(s),2025,2,0.0
0988P,Owner(s),2025,3,0.0
0981P,Owner(s),2025,1,0.0
0981P,Owner(s),2025,2,0.0
0981P,Owner(s),2025,3,0.0
2280D,Owners' Bonuses Payable,2025,1,0.0
2280D,Owners' Bonuses Payable,2025,2,0.0
2280D,Owners' Bonuses Payable,2025,3,0.0
6371U,P&A Inventory Adjustment,2025,1,3.81845
6371U,P&A Inventory Adjustment,2025,2,24.011799999999997
6371U,P&A Inventory Adjustment,2025,3,0.68965
6371G,P&A Inventory Adjustment,2025,1,3.81845
6371G,P&A Inventory Adjustment,2025,2,24.011799999999997
6371G,P&A Inventory Adjustment,2025,3,0.68965
5200U,P&A Repair Order Mechanical,2025,1,739.395
5200U,P&A Repair Order Mechanical,2025,2,333.895
5200U,P&A Repair Order Mechanical,2025,3,0.0
8135D,Payroll Taxes,2025,1,424.895
8135D,Payroll Taxes,2025,2,157.515
8135D,Payroll Taxes,2025,3,0.0
8181D,Pension Fund,2025,1,0.0
8181D,Pension Fund,2025,2,0.0
8181D,Pension Fund,2025,3,0.0
8182D,Pension Fund,2025,1,0.0
8182D,Pension Fund,2025,2,0.0
8182D,Pension Fund,2025,3,0.0
8185D,Pension Fund,2025,1,0.0
8185D,Pension Fund,2025,2,0.0
8185D,Pension Fund,2025,3,0.0
8184D,Pension Fund,2025,1,0.0
8184D,Pension Fund,2025,2,0.0
8184D,Pension Fund,2025,3,0.0
2290D,Pension Fund Payable,2025,1,0.0
2290D,Pension Fund Payable,2025,2,0.0
2290D,Pension Fund Payable,2025,3,0.0
8321D,Postage,2025,1,38.5
8321D,Postage,2025,2,36.06
8321D,Postage,2025,3,3.58
8324D,Postage,2025,1,16.64
8324D,Postage,2025,2,14.065
8324D,Postage,2025,3,1.175
8325D,Postage,2025,1,6.64
8325D,Postage,2025,2,9.59
8325D,Postage,2025,3,0.13
8322D,Postage,2025,1,32.815
8322D,Postage,2025,2,30.47
8322D,Postage,2025,3,5.515
1260D,Pre-Delivery - Mitsubishi,2025,1,0.0
1260D,Pre-Delivery - Mitsubishi,2025,2,0.0
1260D,Pre-Delivery - Mitsubishi,2025,3,0.0
2502D,Preferred Stock,2025,1,0.0
2502D,Preferred Stock,2025,2,0.0
2502D,Preferred Stock,2025,3,0.0
1640D,Prepaid Insurance,2025,1,0.0
1640D,Prepaid Insurance,2025,2,0.0
1640D,Prepaid Insurance,2025,3,0.0
1620D,Prepaid Taxes,2025,1,0.0
1620D,Prepaid Taxes,2025,2,0.0
1620D,Prepaid Taxes,2025,3,0.0
8112D,Promotion,2025,1,2408.9666500000003
8112D,Promotion,2025,2,2535.8437
8112D,Promotion,2025,3,408.42
1220BD,Receivables Floor Plan Credits,2025,1,0.0
1220BD,Receivables Floor Plan Credits,2025,2,0.0
1220BD,Receivables Floor Plan Credits,2025,3,0.0
1220CD,Receivables Floor Plan Credits,2025,1,0.0
1220CD,Receivables Floor Plan Credits,2025,2,0.0
1220CD,Receivables Floor Plan Credits,2025,3,0.0
1220DD,Rec. Floor Plan Credits,2025,1,0.0
1220DD,Rec. Floor Plan Credits,2025,2,0.0
1220DD,Rec. Floor Plan Credits,2025,3,0.0
1220ED,Rec. Floor Plan Credits,2025,1,0.0
1220ED,Rec. Floor Plan Credits,2025,2,0.0
1220ED,Rec. Floor Plan Credits,2025,3,0.0
1220FD,Rec. Floor Plan Credits,2025,1,0.0
1220FD,Rec. Floor Plan Credits,2025,2,0.0
1220FD,Rec. Floor Plan Credits,2025,3,0.0
8425D,Rent,2025,1,278.675
8425D,Rent,2025,2,202.97
8425D,Rent,2025,3,5.18
2120D,Rental / Lease Units,2025,1,500.0
2120D,Rental / Lease Units,2025,2,0.0
2120D,Rental / Lease Units,2025,3,0.0
1700D,Rental Vehicles,2025,1,0.0
1700D,Rental Vehicles,2025,2,0.0
1700D,Rental Vehicles,2025,3,0.0
8445D,Repairs & Maintenance - Real Estate,2025,1,17.985
8445D,Repairs & Maintenance - Real Estate,2025,2,2.25
8445D,Repairs & Maintenance - Real Estate,2025,3,3.955
16000ED,"TOTAL FIXED OVERHEAD (LINES 27, 49, 58, 59 THRU 62)",2025,1,0.0
16000ED,"TOTAL FIXED OVERHEAD (LINES 27, 49, 58, 59 THRU 62)",2025,2,0.0
16000ED,"TOTAL FIXED OVERHEAD (LINES 27, 49, 58, 59 THRU 62)",2025,3,0.0
3580G,Used Vehicles - Retail (CPO),2025,1,0.005
3580G,Used Vehicles - Retail (CPO),2025,2,0.0
3580G,Used Vehicles - Retail (CPO),2025,3,0.015
446000G,SUB-TOTAL OTHER MAKES(LINES 55 THRU 58),2025,1,0.0
446000G,SUB-TOTAL OTHER MAKES(LINES 55 THRU 58),2025,2,0.0
446000G,SUB-TOTAL OTHER MAKES(LINES 55 THRU 58),2025,3,0.0
446000S,SUB-TOTAL OTHER MAKES(LINES 55 THRU 58),2025,1,0.0
446000S,SUB-TOTAL OTHER MAKES(LINES 55 THRU 58),2025,2,0.0
446000S,SUB-TOTAL OTHER MAKES(LINES 55 THRU 58),2025,3,0.0
44600G,"TOTAL F&I USED(LINES 49, 54, 59 & 60)",2025,1,21107.035
44600G,"TOTAL F&I USED(LINES 49, 54, 59 & 60)",2025,2,21134.885
44600G,"TOTAL F&I USED(LINES 49, 54, 59 & 60)",2025,3,15013.515
2112D,Certified Pre-Owned Vehicles - Mitsubishi,2025,1,17000.0
2112D,Certified Pre-Owned Vehicles - Mitsubishi,2025,2,0.0
2112D,Certified Pre-Owned Vehicles - Mitsubishi,2025,3,0.0
1900D,Life Insurance - Cash Value,2025,1,872.82
1900D,Life Insurance - Cash Value,2025,2,-1719.15
1900D,Life Insurance - Cash Value,2025,3,16.065
1220D,Receivable - Floor Plan Credits,2025,1,0.0
1220D,Receivable - Floor Plan Credits,2025,2,0.0
1220D,Receivable - Floor Plan Credits,2025,3,0.0
23112312D,Reserve for Repossession Losses & Service Contract Losses,2025,1,-39.79
23112312D,Reserve for Repossession Losses & Service Contract Losses,2025,2,0.0
23112312D,Reserve for Repossession Losses & Service Contract Losses,2025,3,0.0
1490D,Certified Program Vehicles - Mitsubishi,2025,1,0.0
1490D,Certified Program Vehicles - Mitsubishi,2025,2,0.0
1490D,Certified Program Vehicles - Mitsubishi,2025,3,0.0
24000VV,(Trucks),2025,1,515.02
24000VV,(Trucks),2025,2,16.56
24000VV,(Trucks),2025,3,30.67
3099U,DISCONTINUED MODELS,2025,1,97.745
3099U,DISCONTINUED MODELS,2025,2,18.665
3099U,DISCONTINUED MODELS,2025,3,0.0
3060G,TOTAL MITSUBISHI FLEET,2025,1,395.595
3060G,TOTAL MITSUBISHI FLEET,2025,2,1133.58
3060G,TOTAL MITSUBISHI FLEET,2025,3,0.0
3060S,TOTAL MITSUBISHI FLEET,2025,1,2035.67
3060S,TOTAL MITSUBISHI FLEET,2025,2,7269.35
3060S,TOTAL MITSUBISHI FLEET,2025,3,0.0
3099S,DISCONTINUED MODELS,2025,1,97.745
3099S,DISCONTINUED MODELS,2025,2,18.665
3099S,DISCONTINUED MODELS,2025,3,0.0
2540D,Dividends,2025,1,1068.63
2540D,Dividends,2025,2,0.0
2540D,Dividends,2025,3,0.0
8725D,Fixed Oper. Advertising Co-Op Credit,2025,1,0.0
8725D,Fixed Oper. Advertising Co-Op Credit,2025,2,0.0
8725D,Fixed Oper. Advertising Co-Op Credit,2025,3,0.0
1750D,Land - Auto Bus Only,2025,1,0.0
1750D,Land - Auto Bus Only,2025,2,0.0
1750D,Land - Auto Bus Only,2025,3,0.0
1490UU,(Cars),2025,1,0.165
1490UU,(Cars),2025,2,0.0
1490UU,(Cars),2025,3,0.0
1450VV,(SUVs),2025,1,4.345
1450VV,(SUVs),2025,2,4.18
1450VV,(SUVs),2025,3,4.51
11750D,Land - Auto Bus Only,2025,1,203.04
11750D,Land - Auto Bus Only,2025,2,1576.26
11750D,Land - Auto Bus Only,2025,3,0.0
0992P,Technicians,2025,1,0.0
0992P,Technicians,2025,2,0.0
0992P,Technicians,2025,3,0.0
4512G,Used Vehicles - Retail Reconditioning (CPO),2025,1,0.0
4512G,Used Vehicles - Retail Reconditioning (CPO),2025,2,0.0
4512G,Used Vehicles - Retail Reconditioning (CPO),2025,3,0.0
50002SD,Missing Name,2025,1,134.32
50002SD,Missing Name,2025,2,-7.84
50002SD,Missing Name,2025,3,0.1
50004SD,Missing Name,2025,1,134.315
50004SD,Missing Name,2025,2,-7.99
50004SD,Missing Name,2025,3,0.115
11870D,Leasehold,2025,1,1.71
11870D,Leasehold,2025,2,0.0
11870D,Leasehold,2025,3,58.095
50102SD,Missing Name,2025,1,134.455
50102SD,Missing Name,2025,2,-8.03
50102SD,Missing Name,2025,3,0.02
50104SD,Missing Name,2025,1,134.455
50104SD,Missing Name,2025,2,-8.03
50104SD,Missing Name,2025,3,0.02
1030D,Securities,2025,1,182.76
1030D,Securities,2025,2,2869.175
1030D,Securities,2025,3,201.61
1230D,Sales Incentive - Retail,2025,1,552.9
1230D,Sales Incentive - Retail,2025,2,0.0
1230D,Sales Incentive - Retail,2025,3,0.0
1240D,Sales Incentive - Fleet,2025,1,4423.2
1240D,Sales Incentive - Fleet,2025,2,3501.7
1240D,Sales Incentive - Fleet,2025,3,1658.7
2320D,Allowance for Doubtful Accounts,2025,1,1500.375
2320D,Allowance for Doubtful Accounts,2025,2,0.095
2320D,Allowance for Doubtful Accounts,2025,3,15.07
1004D,Cash in Bank - Trust Account(s),2025,1,366.75
1004D,Cash in Bank - Trust Account(s),2025,2,0.0
1004D,Cash in Bank - Trust Account(s),2025,3,-1349.76
396HD,AUG.,2025,1,0.0
396HD,AUG.,2025,2,199.795
396HD,AUG.,2025,3,199.795
2250D,Taxes Payable - Income,2025,1,-127.42
2250D,Taxes Payable - Income,2025,2,-331.8
2250D,Taxes Payable - Income,2025,3,0.0
391IU,SEP.,2025,1,0.0
391IU,SEP.,2025,2,0.0
391IU,SEP.,2025,3,0.0
392IU,SEP.,2025,1,0.0
392IU,SEP.,2025,2,0.0
392IU,SEP.,2025,3,0.0
1420PTU,(Out.PHEV),2025,1,23.645
1420PTU,(Out.PHEV),2025,2,25.895
1420PTU,(Out.PHEV),2025,3,32.105
1440CU,(Cars ),2025,1,0.0
1440CU,(Cars ),2025,2,0.18
1440CU,(Cars ),2025,3,0.0
1440D,Demonstrators,2025,1,0.0
1440D,Demonstrators,2025,2,0.0
1440D,Demonstrators,2025,3,0.0
12000CD,SUB-TOTAL SELLING EXPS. (LINES 5 THRU 15),2025,1,1.71
12000CD,SUB-TOTAL SELLING EXPS. (LINES 5 THRU 15),2025,2,600.0
12000CD,SUB-TOTAL SELLING EXPS. (LINES 5 THRU 15),2025,3,85.275
8999,Missing Name,2025,1,20163.91
8999,Missing Name,2025,2,-116.565
8999,Missing Name,2025,3,350.775
1552D,Work in Process - Body Shop Labour,2025,1,715.305
1552D,Work in Process - Body Shop Labour,2025,2,0.0
1552D,Work in Process - Body Shop Labour,2025,3,0.0
1440TU,(SUVs ),2025,1,0.0
1440TU,(SUVs ),2025,2,0.0
1440TU,(SUVs ),2025,3,0.0
1495VV,(Trucks),2025,1,3.09
1495VV,(Trucks),2025,2,0.455
1495VV,(Trucks),2025,3,0.065
396HU,AUG.,2025,1,0.0
396HU,AUG.,2025,2,0.0
396HU,AUG.,2025,3,-0.4
396KD,NOV.,2025,1,0.0
396KD,NOV.,2025,2,0.0
396KD,NOV.,2025,3,0.0
396LD,DEC.,2025,1,0.0
396LD,DEC.,2025,2,-45.26
396LD,DEC.,2025,3,3.2
1100CD,Vehicle Accounts - Customers,2025,1,2912.75
1100CD,Vehicle Accounts - Customers,2025,2,3945.05
1100CD,Vehicle Accounts - Customers,2025,3,1401.62
1100DD,Vehicle Accounts - Customers,2025,1,175.0
1100DD,Vehicle Accounts - Customers,2025,2,829.17
1100DD,Vehicle Accounts - Customers,2025,3,0.0
8520DD,Income Tax,2025,1,0.955
8520DD,Income Tax,2025,2,6.11
8520DD,Income Tax,2025,3,6.46
6059DZ,NV Target,2025,1,68.0043
6059DZ,NV Target,2025,2,0.09799999999999998
6059DZ,NV Target,2025,3,0.046900000000000025
1100ED,Vehicle Accounts - Customers,2025,1,668.07
1100ED,Vehicle Accounts - Customers,2025,2,1668.09
1100ED,Vehicle Accounts - Customers,2025,3,0.0
1100FD,Vehicle Accounts - Customers,2025,1,154.17
1100FD,Vehicle Accounts - Customers,2025,2,897.24
1100FD,Vehicle Accounts - Customers,2025,3,0.0
1140CD,Serv. Parts & Body Shop - Customers,2025,1,3275.315
1140CD,Serv. Parts & Body Shop - Customers,2025,2,3055.725
1140CD,Serv. Parts & Body Shop - Customers,2025,3,4336.435
1140DD,"Service, Parts & Body Shop - Customers",2025,1,188.38
1140DD,"Service, Parts & Body Shop - Customers",2025,2,1276.45
1140DD,"Service, Parts & Body Shop - Customers",2025,3,1984.83
0972PZ,Apprentices,2025,1,0.0
0972PZ,Apprentices,2025,2,0.0
0972PZ,Apprentices,2025,3,0.0
0966PZ,Technicians,2025,1,0.0
0966PZ,Technicians,2025,2,0.0
0966PZ,Technicians,2025,3,0.0
0965PZ,Advisors,2025,1,0.0
0965PZ,Advisors,2025,2,0.0
0965PZ,Advisors,2025,3,0.0
8180D,Pension Fund,2025,1,0.0
8180D,Pension Fund,2025,2,0.0
8180D,Pension Fund,2025,3,0.0
392LU,DEC.,2025,1,0.0
392LU,DEC.,2025,2,0.13
392LU,DEC.,2025,3,0.095
395LU,DEC.,2025,1,134.28
395LU,DEC.,2025,2,130.53
395LU,DEC.,2025,3,-44.48
17000ED,TOTAL OPERATING EXPENSES (LINE 63),2025,1,0.0
17000ED,TOTAL OPERATING EXPENSES (LINE 63),2025,2,0.0
17000ED,TOTAL OPERATING EXPENSES (LINE 63),2025,3,0.0
50102SDZ,Avail. Work Bay Hrs. / Bay,2025,1,0.18425
50102SDZ,Avail. Work Bay Hrs. / Bay,2025,2,0.02
50102SDZ,Avail. Work Bay Hrs. / Bay,2025,3,0.03
50104SDZ,Total Bays Available,2025,1,0.2633499999999999
50104SDZ,Total Bays Available,2025,2,0.019299999999999998
50104SDZ,Total Bays Available,2025,3,0.0015
50114SDZ,Efficiency (Guide 110 - 125%),2025,1,0.005
50114SDZ,Efficiency (Guide 110 - 125%),2025,2,0.0
50114SDZ,Efficiency (Guide 110 - 125%),2025,3,0.041100000000000005
50002SDZ,Avail. Work Bay Hrs. / Bay,2025,1,8.462749999999998
50002SDZ,Avail. Work Bay Hrs. / Bay,2025,2,1.0801000000000003
50002SDZ,Avail. Work Bay Hrs. / Bay,2025,3,-0.13269999999999998
50004SDZ,Total Bays Available,2025,1,0.2633499999999999
50004SDZ,Total Bays Available,2025,2,0.019299999999999998
50004SDZ,Total Bays Available,2025,3,0.0015
8663D,Company Vehicle Expense,2025,1,780.48
8663D,Company Vehicle Expense,2025,2,256.7
8663D,Company Vehicle Expense,2025,3,96.145
M17000ED,Body Shop,2025,1,21.87
M17000ED,Body Shop,2025,2,21.87
M17000ED,Body Shop,2025,3,0.0
8310D,"Membership, Dues, Publications",2025,1,478.13
8310D,"Membership, Dues, Publications",2025,2,265.11
8310D,"Membership, Dues, Publications",2025,3,66.33
8430D,Amortization - Leaseholds,2025,1,0.0
8430D,Amortization - Leaseholds,2025,2,0.0
8430D,Amortization - Leaseholds,2025,3,0.0
8440D,Repairs & Maintenance - Real Estate,2025,1,541.16
8440D,Repairs & Maintenance - Real Estate,2025,2,259.305
8440D,Repairs & Maintenance - Real Estate,2025,3,218.68
8450D,Depreciation - Buildings & Improvements,2025,1,0.0
